received_date,application_status,denial_reason,exception_comments,twp_status
2010-12-18,Approved,,,Inactive
2010-12-18,Approved,,,In Progress
2010-12-18,Approved,,,Inactive
2010-12-18,Approved,,,In Progress
2011-12-18,Approved,,,Credential Completed
2029-02-20,Denied,,,
2011-12-18,Approved,,,Inactive
2011-12-18,Approved,,,Inactive
2012-12-18,Approved,,,In Progress
2012-12-18,Approved,,,Inactive
2012-12-18,Approved,,,In Progress
2013-12-18,Approved,,,Inactive
2021-04-20,Denied,,,
2013-12-18,Approved,,,Inactive
2013-12-18,Approved,,,In Progress
2013-12-18,Approved,,,In Progress
2017-12-18,Approved,,,Inactive
2018-12-18,Approved,,,
2018-12-18,Approved,,,In Progress
2018-12-18,Approved,,,Inactive
2019-12-18,Approved,,,Inactive
2019-12-18,Approved,,,In Progress
2019-12-18,Approved,,,Credential Completed
2019-12-18,Approved,,,Inactive
2019-12-18,Approved,,,In Progress
2021-12-18,Approved,,,In Progress
2002-01-19,Approved,,,In Progress
2002-01-19,Approved,,,In Progress
2003-01-19,Approved,,,In Progress
2003-01-19,Approved,,,In Progress
2003-01-19,Approved,,,Inactive
2007-02-20,Denied,,,
2003-01-19,Approved,,,Inactive
2004-01-19,Approved,,,Inactive
2006-01-19,Approved,,,
2007-01-19,Approved,,,In Progress
2007-01-19,Approved,,,In Progress
2007-01-19,Approved,,,Credential Completed
2008-01-19,Approved,,,Inactive
2008-01-19,Approved,,,Inactive
2008-01-19,Approved,,,Credential Completed
2008-01-19,Approved,,,Inactive
2008-01-19,Approved,,,Inactive
2008-01-19,Approved,,,Inactive
2008-01-19,Approved,,,Inactive
2009-01-19,Approved,,,Credential Completed
2021-12-21,Denied,,,
2009-01-19,Approved,,,Inactive
2009-01-19,Approved,,,
2009-01-19,Approved,,,Inactive
2009-01-19,Approved,,,In Progress
2009-01-19,Approved,,,Inactive
2009-01-19,Approved,,,In Progress
2009-01-19,Approved,,,Inactive
2014-01-19,Approved,,,
2007-05-21,Denied,,,
2025-05-20,Denied,,,
2009-02-21,Denied,,,
2015-01-19,Approved,,,Inactive
1930-11-21,Denied,,,
2001-12-21,Denied,,,
2015-01-19,Approved,,,In Progress
2015-01-19,Approved,,,Credential Completed
2016-01-19,Approved,,,Credential Completed
2017-01-19,Approved,,,In Progress
2021-01-19,Approved,,,Inactive
2022-01-19,Approved,,,In Progress
2022-01-19,Approved,,,In Progress
2022-01-19,Approved,,,
2023-01-19,Approved,,,Inactive
2023-01-19,Approved,,,In Progress
2023-01-19,Approved,,,In Progress
2023-01-19,Approved,,,
2024-01-19,Approved,,,Credential Completed
2027-01-19,Approved,,,Inactive
2028-01-19,Approved,,,In Progress
2029-01-19,Approved,,,Inactive
2029-01-19,Approved,,,In Progress
2029-01-19,Approved,,,Credential Completed
2029-01-19,Approved,,,In Progress
1931-01-19,Approved,,,In Progress
2004-02-19,Approved,,,Credential Completed
2004-02-19,Approved,,,Inactive
2004-02-19,Approved,,,Credential Completed
2005-02-19,Approved,,,In Progress
2006-02-19,Approved,,,Credential Completed
2006-02-19,Approved,,,In Progress
2006-02-19,Approved,,,Inactive
2008-02-19,Approved,,,Inactive
2008-02-19,Approved,,,Credential Completed
2011-02-19,Approved,,,Inactive
2012-02-19,Approved,,,Credential Completed
2013-02-19,Approved,,,Inactive
2014-02-19,Approved,,,Inactive
2019-02-19,Approved,,,In Progress
2019-02-19,Approved,,,Inactive
2019-02-19,Approved,,,Credential Completed
2022-02-19,Approved,,,Inactive
2022-02-19,Approved,,,Inactive
2025-02-19,Approved,,,Credential Completed
2025-02-19,Approved,,,In Progress
2026-02-19,Approved,,,Inactive
2026-02-19,Approved,,,Inactive
2027-02-19,Approved,,,Credential Completed
2027-02-19,Approved,,,In Progress
2027-02-19,Approved,,,Credential Completed
2028-02-19,,,,Inactive
2001-03-19,Approved,,,In Progress
2003-03-19,Approved,,,Credential Completed
2009-12-21,Denied,,,
2004-03-19,Approved,,,Credential Completed
2004-03-19,Approved,,,Credential Completed
2005-03-19,Approved,,,In Progress
2005-03-19,Approved,,,Inactive
2005-03-19,Approved,,,In Progress
2006-03-19,Approved,,,In Progress
2006-03-19,Approved,,,Inactive
2008-03-19,Approved,,,In Progress
2009-03-19,Approved,,,Inactive
2011-03-19,Approved,,,In Progress
2012-03-19,Approved,,,Inactive
2012-03-19,Approved,,,In Progress
2012-03-19,Approved,,,Inactive
2012-03-19,Approved,,,Inactive
2013-03-19,Approved,,,Inactive
2013-03-19,Approved,,,Inactive
2015-03-19,Approved,,,Credential Completed
2015-03-19,Approved,,,In Progress
2015-03-19,,,,Inactive
2015-03-19,Approved,,,In Progress
2017-03-19,Approved,,,Credential Completed
2019-03-19,Approved,,,Inactive
2019-03-19,Approved,,,In Progress
2020-03-19,Approved,,,In Progress
2020-03-19,Approved,,,In Progress
2020-03-19,Approved,,,Inactive
2020-03-19,Approved,,,In Progress
2029-08-19,Denied,,,
2020-03-19,Approved,,,Inactive
2020-03-19,Approved,,,Credential Completed
2021-03-19,Approved,,,Inactive
2021-03-19,Approved,,,In Progress
2021-03-19,Approved,,,Inactive
2022-03-19,Approved,,,In Progress
2005-09-18,Denied,,,
2022-03-19,Approved,,,In Progress
2014-02-19,Denied,,,
2023-03-19,Approved,,,Inactive
2025-03-19,Approved,,,Inactive
2018-07-21,Denied,,,
2004-08-21,Denied,,,
2025-03-19,Approved,,,In Progress
2027-03-19,Approved,,,In Progress
2027-03-19,Approved,,,In Progress
2027-03-19,Approved,,,Inactive
2028-03-19,Approved,,,Inactive
2028-03-19,Approved,,,In Progress
2028-03-19,Approved,,,In Progress
2029-03-19,Approved,,,Credential Completed
2029-03-19,,,,Inactive
2029-03-19,Approved,,,In Progress
2029-03-19,Approved,,,Inactive
1931-08-21,Denied,,,
2026-08-21,Denied,,,
2012-12-20,Denied,,,
2018-12-20,Denied,,,
2015-12-20,Denied,,,
2016-12-20,Denied,,,
2026-11-20,Denied,,,
2029-10-20,Denied,,,
1930-03-19,Approved,,,
2009-09-20,Denied,,,
1930-03-19,Approved,,,In Progress
2021-08-20,Denied,,,
2019-08-20,Denied,,,
2001-04-19,Approved,,,Inactive
2001-04-19,Approved,,,In Progress
2001-04-19,Approved,,,Inactive
2001-04-19,Approved,,,In Progress
2001-04-19,Approved,,,In Progress
2001-04-19,Approved,,,Inactive
2003-04-19,Approved,,,
2003-04-19,Approved,,,Inactive
2021-03-21,Denied,,,
2011-08-20,Denied,,,
2005-08-20,Denied,,,
2003-04-19,Approved,,,In Progress
2003-04-19,,,,Inactive
2003-04-19,Approved,,,Credential Completed
2004-04-19,Approved,,,Inactive
2005-04-19,Approved,,,In Progress
2005-04-19,Approved,,,
2005-04-19,Approved,,,In Progress
2005-04-19,Approved,,,Credential Completed
2007-07-21,Denied,,,
2007-07-21,Denied,,,
2008-04-19,Approved,,,Credential Completed
2008-04-19,Approved,,,Credential Completed
2009-04-19,Approved,,,Inactive
2009-04-19,Approved,,,Credential Completed
2010-04-19,Approved,,,In Progress
1930-07-21,Denied,,,
2011-04-19,Approved,,,Inactive
2004-06-21,Denied,,,
2006-05-21,Denied,,,
2010-05-21,Denied,,,
2011-04-19,,,,Inactive
2011-04-19,Approved,,,In Progress
2004-05-21,Denied,,,
2011-04-19,Approved,,,In Progress
2012-04-19,Approved,,,In Progress
2008-07-20,Denied,,,
2007-07-20,Denied,,,
2015-04-19,Approved,,,Inactive
2015-04-19,Approved,,,In Progress
2016-04-19,Approved,,,In Progress
2016-04-19,Approved,,,Inactive
2016-04-19,Approved,,,In Progress
2016-04-19,Approved,,,Inactive
2016-04-19,Approved,,,Inactive
2016-04-19,Approved,,,Credential Completed
2023-04-19,Approved,,,Inactive
2021-08-21,Denied,,,
2023-04-19,Approved,,,In Progress
2023-04-19,Approved,,,In Progress
2023-04-19,Approved,,,In Progress
2023-04-19,Approved,,,
2024-04-19,Approved,,,Credential Completed
2026-03-20,Denied,,,
25-04-2019,Approved,,,In Progress
2025-04-19,Approved,,,In Progress
2025-04-19,Approved,,,In Progress
2025-04-19,Approved,,,Inactive
2026-04-19,Approved,,,Inactive
2026-04-19,Approved,,,Credential Completed
2026-04-19,Approved,,,In Progress
2016-01-20,Denied,,,
2006-12-18,Denied,,,
2026-04-19,Approved,,,In Progress
2026-04-19,Approved,,,Inactive
2029-04-19,Approved,,,Inactive
2029-04-19,Approved,,,Inactive
2004-12-18,Denied,,,
1930-04-19,Approved,,,Inactive
2001-05-19,Approved,,,Inactive
2001-05-19,Approved,,,Inactive
2001-05-19,Approved,,,Inactive
2001-05-19,Approved,,,In Progress
2001-05-19,Approved,,,Inactive
2001-05-19,Approved,,,Inactive
2001-05-19,Approved,,,In Progress
2002-05-19,Approved,,,In Progress
2003-05-19,Approved,,,In Progress
2013-12-21,Denied,,,
2005-05-19,Approved,,,Inactive
2006-05-19,Approved,,,
2006-05-19,Approved,,,Credential Completed
2006-05-19,Approved,,,Inactive
2006-05-19,Approved,,,In Progress
2007-05-19,Approved,,,In Progress
2007-05-19,Approved,,,In Progress
2007-05-19,Approved,,,Inactive
2007-05-19,Approved,,,In Progress
2009-05-19,Approved,,,Inactive
2002-11-19,Denied,,,
2024-10-19,Denied,,,
2024-11-21,Denied,,,
2009-05-19,Approved,,,Inactive
2013-05-19,Approved,,,In Progress
2013-05-19,Approved,,,Inactive
2014-05-19,Approved,,,Credential Completed
2014-05-19,Approved,,,Credential Completed
2014-05-19,Approved,,,Inactive
2014-05-19,Approved,,,In Progress
2015-05-19,Approved,,,Credential Completed
2015-05-19,,,,Inactive
2015-05-19,Approved,,,Inactive
2029-11-18,Denied,,,
2016-05-19,Approved,,,In Progress
2017-05-19,,,,Inactive
2019-05-19,Approved,,,In Progress
2020-05-19,Approved,,,In Progress
2021-05-19,Approved,,,Inactive
2021-05-19,Approved,,,Inactive
2021-05-19,Approved,,,Inactive
2021-05-19,Approved,,,In Progress
2022-05-19,Approved,,,Inactive
2022-05-19,Approved,,,Inactive
2022-05-19,Approved,,,Credential Completed
2022-05-19,Approved,,,Credential Completed
2023-05-19,Approved,,,Inactive
2023-05-19,Approved,,,Credential Completed
2023-05-19,Approved,,,Inactive
2025-05-19,Approved,,,In Progress
2025-05-19,Approved,,,In Progress
2025-05-19,Approved,,,Inactive
2026-05-19,Approved,,,In Progress
2029-01-19,Denied,,,
2017-09-21,Denied,,,
2027-05-19,Approved,,,In Progress
2027-05-19,Approved,,,In Progress
2027-05-19,Approved,,,Inactive
2027-05-19,Approved,,,Inactive
2027-05-19,Approved,,,In Progress
2028-05-19,Approved,,,In Progress
2028-05-19,Approved,,,Inactive
2028-02-19,Denied,,,
2028-05-19,Approved,,,Inactive
2023-11-18,Denied,,,
2029-05-19,Approved,,,In Progress
2029-05-19,Approved,,,Inactive
2029-05-19,,,,Inactive
2029-05-19,Approved,,,In Progress
1930-05-19,Approved,,,In Progress
2014-08-18,Denied,,,
1931-05-19,Approved,,,Credential Completed
1931-05-19,Approved,,,Inactive
1931-05-19,Approved,,,In Progress
2025-01-21,Denied,,,
1931-05-19,Approved,,,In Progress
1931-05-19,Approved,,,Credential Completed
2002-06-19,Approved,,,In Progress
2002-06-19,Approved,,,Inactive
2003-06-19,Approved,,,Inactive
2004-06-19,Approved,,,In Progress
2005-06-19,Approved,,,In Progress
2005-06-19,Approved,,,In Progress
2016-08-18,Denied,,,
2005-06-19,Approved,,,In Progress
2017-08-18,Denied,,,
2005-06-19,Approved,,,Inactive
2005-06-19,Approved,,,In Progress
2007-06-19,Approved,,,In Progress
2011-06-19,Approved,,,Inactive
2011-06-19,Approved,,,In Progress
2011-06-19,Approved,,,Inactive
2012-06-19,Approved,,,Inactive
2012-06-19,Approved,,,In Progress
2013-06-19,Approved,,,In Progress
2015-06-19,Approved,,,In Progress
2017-06-19,Approved,,,
2017-06-19,Approved,,,In Progress
2017-06-19,Approved,,,In Progress
2018-06-19,Approved,,,Inactive
2018-06-19,Approved,,,In Progress
2019-06-19,Approved,,,Inactive
2025-09-20,Denied,,,
2007-10-21,Denied,,,
1930-04-21,Denied,,,
2006-12-20,Denied,,,
2020-06-19,Approved,,,In Progress
2020-06-19,Approved,,,Inactive
2021-06-19,Approved,,,Inactive
2021-06-19,Approved,,,
2021-06-19,Approved,,,In Progress
2024-06-19,Approved,,,In Progress
2017-01-20,Denied,,,
2013-01-20,Denied,,,
2024-06-19,Approved,,,Credential Completed
2009-01-20,Denied,,,
2013-02-20,Denied,,,
2025-06-19,Approved,,,Credential Completed
2025-06-19,Approved,,,Credential Completed
2025-06-19,Approved,,,Credential Completed
2025-06-19,Approved,,,Inactive
2026-06-19,Approved,,,Inactive
2026-06-19,Approved,,,In Progress
2026-06-19,Approved,,,In Progress
2026-06-19,Approved,,,Inactive
2026-06-19,Approved,,,Inactive
2020-08-18,Denied,,,
2026-06-19,Approved,,,Inactive
2027-06-19,Approved,,,Credential Completed
2027-06-19,Approved,,,Inactive
2027-06-19,Approved,,,Credential Completed
2028-06-19,Approved,,,Inactive
2028-06-19,Approved,,,Credential Completed
2028-06-19,Approved,,,In Progress
2002-07-19,Approved,,,Credential Completed
2006-10-20,Denied,,,
2002-07-19,Approved,,,In Progress
2003-07-19,Approved,,,In Progress
2003-07-19,Approved,,,In Progress
2004-07-19,Approved,,,Inactive
2004-07-19,Approved,,,In Progress
2004-07-19,Approved,,,Inactive
2004-07-19,Approved,,,Inactive
2004-07-19,Approved,,,In Progress
2004-07-19,Approved,,,Inactive
2004-07-19,Approved,,,Credential Completed
2005-07-19,Approved,,,Credential Completed
2005-07-19,Approved,,,Inactive
2008-07-19,Approved,,,Inactive
2009-09-19,Denied,,,
2012-08-21,Denied,,,
2008-07-19,Approved,,,Inactive
2008-07-19,Approved,,,Inactive
2008-07-19,Approved,,,In Progress
2008-07-19,Approved,,,Inactive
2012-09-19,Denied,,,
2029-10-19,Denied,,,
2011-07-19,Denied,,,
2008-07-19,Approved,,,Inactive
2009-07-19,Approved,,,Inactive
2025-02-20,Denied,,,
2009-09-19,Denied,,,
2023-10-18,Denied,,,
2009-07-19,Approved,,,In Progress
2009-07-19,Approved,,,In Progress
2009-07-19,Approved,,,
2010-07-19,Approved,,,Inactive
2010-07-19,Approved,,,In Progress
2010-07-19,Approved,,,In Progress
2011-07-19,Approved,,,In Progress
2014-08-18,Denied,,,
2011-07-19,Approved,,,In Progress
2012-07-19,Approved,,,Credential Completed
2005-05-19,Denied,,,
2012-07-19,Approved,,,In Progress
2012-07-19,Approved,,,In Progress
2012-02-20,Denied,,,
2012-07-19,Approved,,,In Progress
2012-07-19,Approved,,,Credential Completed
2015-07-19,Approved,,,Inactive
2015-07-19,Approved,,,In Progress
2015-07-19,Approved,,,In Progress
2016-07-19,Approved,,,In Progress
2016-07-19,Approved,,,In Progress
2017-07-19,Approved,,,Inactive
2017-07-19,Approved,,,In Progress
2018-07-19,Approved,,,In Progress
2018-07-19,Approved,,,In Progress
2018-07-19,Approved,,,Credential Completed
2019-07-19,Approved,,,In Progress
2019-07-19,Approved,,,In Progress
2005-06-18,Denied,,,
2017-10-18,Denied,,,
1930-04-20,Denied,,,
2021-07-19,Approved,,,Inactive
2029-08-20,Denied,,,
2022-07-19,Approved,,,Credential Completed
2022-07-19,Approved,,,Inactive
2022-07-19,Approved,,,In Progress
2023-07-19,Approved,,,In Progress
2023-07-19,Approved,,,Inactive
2023-07-19,Approved,,,In Progress
2023-07-19,Approved,,,Credential Completed
2023-07-19,Approved,,,In Progress
2023-07-19,Approved,,,Inactive
2024-07-19,Approved,,,Credential Completed
2024-07-19,Approved,,,In Progress
2024-07-19,Approved,,,Inactive
2014-06-21,Denied,,,
2024-07-19,Approved,,,Inactive
2024-07-19,Approved,,,Inactive
2024-07-19,Approved,,,Inactive
2024-07-19,Approved,,,In Progress
2024-07-19,Approved,,,Inactive
2024-07-19,Approved,,,Inactive
2025-07-19,Approved,,,Credential Completed
2025-07-19,Approved,,,Credential Completed
2026-02-20,Denied,,,
2025-07-19,Approved,,,Inactive
2025-07-19,Approved,,,Inactive
2026-07-19,Approved,,,In Progress
2026-08-19,Denied,,,
2026-07-19,Approved,,,Credential Completed
2026-07-19,Approved,,,Inactive
2026-07-19,Approved,,,
2027-07-19,Approved,,,Inactive
2016-12-19,Denied,,,
2028-07-19,Approved,,,In Progress
2019-11-19,Denied,,,
2029-07-19,Approved,,,In Progress
2029-07-19,Approved,,,Inactive
2029-07-19,Approved,,,
2029-07-19,Approved,,,Credential Completed
2029-07-19,Approved,,,Credential Completed
1930-07-19,Approved,,,In Progress
1930-07-19,Approved,,,In Progress
1931-07-19,Approved,,,In Progress
1931-07-19,Approved,,,In Progress
2007-12-18,Denied,,,
1931-07-19,Approved,,,In Progress
1931-07-19,Approved,,,
1931-07-19,Approved,,,In Progress
1931-07-19,Approved,,,Credential Completed
1931-07-19,Approved,,,In Progress
2001-08-19,Approved,,,Inactive
2001-08-19,Approved,,,In Progress
2001-08-19,Approved,,,Inactive
2001-08-19,Approved,,,Inactive
2001-08-19,Approved,,,Credential Completed
2002-08-19,Approved,,,Inactive
2002-08-19,Approved,,,Inactive
2002-08-19,Approved,,,In Progress
2002-08-19,Approved,,,In Progress
2006-08-19,Approved,,,Inactive
2006-08-19,Approved,,,In Progress
2007-08-19,Approved,,,In Progress
2007-08-19,Approved,,,Credential Completed
2022-08-18,Denied,,,
2012-12-18,Denied,,,
2008-08-19,Approved,,,Inactive
2009-08-19,Approved,,,Inactive
2009-08-19,Approved,,,Inactive
2009-08-19,Approved,,,Inactive
2009-08-19,Approved,,,Inactive
2019-08-21,Denied,,,
2009-08-19,Approved,,,Inactive
2009-08-19,Approved,,,In Progress
2009-08-19,Approved,,,In Progress
2009-08-19,Approved,,,In Progress
2012-08-19,Approved,,,In Progress
2012-08-19,Approved,,,Inactive
2013-08-19,Approved,,,Credential Completed
2013-08-19,Approved,,,In Progress
2014-08-19,Approved,,,Inactive
2014-08-19,Approved,,,Inactive
2014-08-19,Approved,,,In Progress
2022-09-21,Denied,,,
2014-08-19,Approved,,,In Progress
2014-08-19,Approved,,,In Progress
2014-08-19,Approved,,,In Progress
2014-08-19,,,,Inactive
2015-08-19,Approved,,,Inactive
2015-08-19,Approved,,,In Progress
2015-08-19,Approved,,,Inactive
2015-08-19,Approved,,,In Progress
2015-08-19,Approved,,,In Progress
2015-08-19,Approved,,,In Progress
2016-08-19,Approved,,,Inactive
2016-08-19,Approved,,,Inactive
2016-08-19,Approved,,,Inactive
2016-08-19,Approved,,,Inactive
2016-08-19,Approved,,,In Progress
2016-08-19,Approved,,,In Progress
2001-07-21,Denied,,,
2026-02-21,Denied,,,
2016-08-19,Approved,,,Inactive
2016-08-19,Approved,,,In Progress
2016-08-19,Approved,,,In Progress
2016-08-19,Approved,,,Credential Completed
2016-08-19,Approved,,,In Progress
2017-08-19,Approved,,,In Progress
2018-08-19,Approved,,,Credential Completed
2019-08-19,Approved,,,Credential Completed
1930-11-20,Denied,,,
2020-08-20,Denied,,,
2019-08-19,Approved,,,In Progress
2020-08-19,Approved,,,Inactive
2021-08-19,Approved,,,
2028-10-20,Denied,,,
2022-08-19,Approved,,,In Progress
2023-08-19,Approved,,,Credential Completed
2002-04-20,Denied,,,
2026-08-19,Approved,,,In Progress
2026-08-19,Approved,,,Credential Completed
2026-08-19,Approved,,,Credential Completed
2026-08-19,Approved,,,In Progress
2026-08-19,Approved,,,In Progress
2026-08-19,Approved,,,In Progress
2026-08-19,Approved,,,In Progress
2026-08-19,Approved,,,In Progress
2003-11-20,Denied,,,
2012-12-19,Denied,,,
2027-08-19,Approved,,,Inactive
2027-08-19,Approved,,,Inactive
2027-08-19,Approved,,,In Progress
2027-08-19,Approved,,,Credential Completed
2003-12-21,Denied,,,
2027-08-19,Approved,,,Credential Completed
2028-08-19,Approved,,,In Progress
2028-08-19,Approved,,,In Progress
2028-08-19,Approved,,,Inactive
2029-08-19,Approved,,,In Progress
2029-08-19,Approved,,,In Progress
2029-08-19,Approved,,,Credential Completed
2029-08-19,Approved,,,In Progress
1930-08-19,Approved,,,In Progress
1930-08-19,Approved,,,In Progress
1930-09-20,Denied,,,
1930-08-19,Approved,,,Inactive
1930-08-19,Approved,,,Inactive
2001-09-19,Approved,,,In Progress
2002-09-19,Approved,,,Credential Completed
2002-09-19,Approved,,,In Progress
2003-09-19,,,,In Progress
2003-09-19,Approved,,,In Progress
2003-09-19,Approved,,,Credential Completed
2003-09-19,Approved,,,Inactive
2010-11-21,Denied,,,
2003-09-19,Approved,,,Inactive
,Denied,,,
2003-09-19,Approved,,,Credential Completed
2003-09-19,Approved,,,Inactive
2003-09-19,Approved,,,Credential Completed
2003-09-19,Approved,,,Inactive
2003-09-19,Approved,,,In Progress
2003-09-19,Approved,,,Inactive
2003-09-19,Approved,,,Inactive
2003-09-19,Approved,,,Inactive
2003-09-19,Approved,,,In Progress
2006-09-19,Approved,,,Inactive
2006-09-19,Approved,,,In Progress
1930-01-19,Denied,,,
2001-08-19,Denied,,,
2006-09-19,Approved,,,Credential Completed
2010-09-19,Approved,,,In Progress
2010-09-19,Approved,,,In Progress
2010-09-19,Approved,,,In Progress
2014-08-19,Denied,,,
2010-09-19,Approved,,,In Progress
2011-09-19,Approved,,,Inactive
2028-08-18,Denied,,,
2011-09-19,Approved,,,In Progress
2011-09-19,Approved,,,In Progress
2021-08-19,Denied,,,
2026-02-19,Denied,,,
2011-09-19,Approved,,,Inactive
2011-09-19,Approved,,,In Progress
2012-09-19,Approved,,,In Progress
2006-12-18,Denied,,,
2012-09-19,Approved,,,Inactive
2012-09-19,Approved,,,Inactive
2012-09-19,Approved,,,In Progress
2012-09-19,Approved,,,Inactive
2012-09-19,Approved,,,In Progress
2013-09-19,Approved,,,Inactive
2013-09-19,,,,Credential Completed
2013-09-19,Approved,,,In Progress
2013-09-19,Approved,,,Inactive
2016-09-19,Approved,,,Inactive
2016-09-19,Approved,,,Inactive
2017-09-19,Approved,,,In Progress
2003-05-21,Denied,,,
2017-09-19,Approved,,,In Progress
2004-12-19,Denied,,,
2017-09-19,Approved,,,Inactive
2017-09-19,Approved,,,In Progress
2018-09-19,Approved,,,Inactive
2019-09-19,Approved,,,In Progress
2019-09-19,Approved,,,Credential Completed
2019-09-19,Approved,,,In Progress
2020-09-19,Approved,,,Inactive
2020-09-19,Approved,,,Inactive
2020-09-19,Approved,,,Inactive
2023-09-19,Approved,,,Inactive
2024-09-19,Approved,,,In Progress
2024-09-19,Approved,,,Inactive
2024-09-19,Approved,,,In Progress
2024-09-19,Approved,,,Inactive
2024-09-19,Approved,,,Inactive
2025-09-19,Approved,,,Credential Completed
2026-09-19,Approved,,,In Progress
2002-10-19,Approved,,,In Progress
2003-10-19,Approved,,,In Progress
2003-10-19,Approved,,,Inactive
2005-10-19,Approved,,,Inactive
2022-12-21,Denied,,,
2005-10-19,Approved,,,In Progress
2007-10-19,Approved,,,In Progress
2008-10-19,Approved,,,In Progress
2015-10-19,Approved,,,In Progress
2017-10-19,Approved,,,Inactive
2018-10-19,Approved,,,In Progress
2018-10-19,Approved,,,Inactive
2019-10-19,Approved,,,Credential Completed
2025-10-19,Approved,,,Inactive
2028-10-19,Approved,,,In Progress
2028-10-19,Approved,,,In Progress
2029-10-19,Approved,,,Credential Completed
1930-10-19,Approved,,,Inactive
2001-11-19,Approved,,,Inactive
2003-11-19,Approved,,,Credential Completed
2009-12-19,Denied,,,
2004-11-19,Approved,,,Inactive
2004-11-19,Approved,,,Credential Completed
2005-11-19,Approved,,,In Progress
2005-11-19,Approved,,,Inactive
2007-11-19,Approved,,,In Progress
2007-11-19,Approved,,,In Progress
2008-11-19,Approved,,,In Progress
2009-11-19,Approved,,,Inactive
2012-11-19,Approved,,,Credential Completed
2018-12-19,Denied,,,
2012-11-19,Approved,,,Inactive
2013-11-19,Approved,,,In Progress
2014-11-19,Approved,,,In Progress
2018-11-19,Approved,,,In Progress
2019-11-19,Approved,,,In Progress
2019-11-19,Approved,,,
2022-11-19,Approved,,,In Progress
2022-11-19,,,,Inactive
2025-11-19,Approved,,,Credential Completed
2027-11-19,Approved,,,Inactive
2027-11-19,Approved,,,Inactive
2027-11-19,Approved,,,Inactive
2027-11-19,Approved,,,Inactive
2027-11-19,Approved,,,In Progress
2004-12-19,Approved,,,In Progress
2004-12-19,Approved,,,Credential Completed
2004-12-19,Approved,,,In Progress
2004-09-20,Denied,,,
2004-12-19,Approved,,,Inactive
2005-08-20,Denied,,,
2005-12-19,Approved,,,In Progress
2005-12-19,Approved,,,Inactive
2005-12-19,Approved,,,Credential Completed
2005-12-19,Approved,,,Inactive
2018-07-20,Denied,,,
2005-12-19,Approved,,,In Progress
2005-12-19,Approved,,,
2009-12-19,Approved,,,In Progress
2010-12-19,Approved,,,In Progress
2011-12-19,Approved,,,In Progress
2011-12-19,Approved,,,Credential Completed
2011-12-19,Approved,,,In Progress
2011-12-19,Approved,,,In Progress
2012-12-19,Approved,,,In Progress
2016-12-19,Approved,,,Inactive
2019-03-20,Denied,,,
2016-12-19,Approved,,,In Progress
2011-06-20,Denied,,,
2017-12-19,Approved,,,In Progress
2014-09-21,Denied,,,
2018-12-19,Approved,,,In Progress
2018-12-19,Approved,,,In Progress
2019-12-19,Approved,,,In Progress
2019-12-19,Approved,,,In Progress
2019-12-19,Approved,,,In Progress
2023-12-19,Approved,,,In Progress
2023-12-19,Approved,,,Inactive
2023-12-19,Approved,,,In Progress
2024-12-19,Approved,,,Inactive
2025-12-19,Approved,,,Inactive
2025-12-19,Approved,,,In Progress
1930-12-19,Approved,,,Inactive
2003-01-20,Approved,,,Inactive
2003-01-20,Approved,,,In Progress
2005-01-20,Approved,,,In Progress
2006-01-20,Approved,,,Credential Completed
2006-01-20,Approved,,,Credential Completed
2006-01-20,Approved,,,In Progress
2008-01-20,Approved,,,Credential Completed
2004-09-19,Denied,,,
2008-01-20,Approved,,,Inactive
2009-01-20,Approved,,,Inactive
2009-01-20,Approved,,,Inactive
2009-01-20,Approved,,,In Progress
2009-01-20,Approved,,,In Progress
2009-01-20,Approved,,,Credential Completed
2009-01-20,Approved,,,In Progress
2009-01-20,Approved,,,In Progress
2010-01-20,Approved,,,In Progress
2010-01-20,Approved,,,In Progress
2010-01-20,Approved,,,In Progress
2012-01-20,Approved,,,In Progress
2013-01-20,Approved,,,In Progress
2027-04-20,Denied,,,
2013-01-20,Approved,,,Inactive
2013-01-20,Approved,,,
2013-01-20,Approved,,,In Progress
2013-01-20,Approved,,,In Progress
2014-01-20,Approved,,,Credential Completed
2014-01-20,Approved,,,In Progress
2017-01-20,Approved,,,Credential Completed
2017-01-20,Approved,,,In Progress
2020-01-20,Approved,,,In Progress
2020-01-20,Approved,,,In Progress
2022-01-20,Approved,,,Inactive
2022-01-20,Approved,,,In Progress
2024-01-20,Approved,,,Credential Completed
2024-01-20,Approved,,,Inactive
2028-01-20,Approved,,,Inactive
2028-01-20,Approved,,,Inactive
2029-01-20,Approved,,,In Progress
1930-01-20,Approved,,,In Progress
1930-01-20,Approved,,,In Progress
2001-10-20,Denied,,,
2004-02-20,Approved,,,In Progress
2006-02-20,Approved,,,Inactive
2007-02-20,Approved,,,In Progress
2008-02-20,Approved,,,Credential Completed
2010-02-20,Approved,,,Inactive
2010-02-20,Approved,,,In Progress
2010-02-20,Approved,,,In Progress
2011-02-20,Approved,,,In Progress
2011-02-20,Approved,,,In Progress
2018-08-20,Denied,,,
2012-02-20,Approved,,,Inactive
2018-02-20,Approved,,,In Progress
2019-02-20,Approved,,,In Progress
2019-02-20,Approved,,,In Progress
2021-02-20,Approved,,,Inactive
2021-02-20,Approved,,,Inactive
2025-02-20,Approved,,,Inactive
2025-02-20,Approved,,,Credential Completed
2025-02-20,Approved,,,Inactive
