received_date,application_status,denial_reason,exception_comments,twp_status
2021-09-18,APPROVED,,,"Credential Completed"
2021-09-18,APPROVED,,,
2025-09-18,APPROVED,,,Inactive
2025-09-18,APPROVED,,,Inactive
2015-02-21,DENIED,,,
2013-04-21,DENIED,,,
2027-09-18,APPROVED,,,"Credential Completed"
2027-09-18,APPROVED,,,"In Progress"
2028-09-18,APPROVED,,,Inactive
2028-09-18,APPROVED,,,"In Progress"
2028-09-18,APPROVED,,,Inactive
2001-10-18,APPROVED,,,"In Progress"
2012-12-19,DENIED,,,
2003-10-18,APPROVED,,,Inactive
2009-10-18,APPROVED,,,"In Progress"
2009-10-18,APPROVED,,,Inactive
2009-12-21,DENIED,,,
2007-08-18,DENIED,,,
2010-10-18,APPROVED,,,"In Progress"
2010-10-18,APPROVED,,,"Credential Completed"
2012-10-18,APPROVED,,,Inactive
2012-10-18,APPROVED,,,"In Progress"
2017-10-18,APPROVED,,,Inactive
2017-10-18,APPROVED,,,Inactive
2018-10-18,APPROVED,,,"In Progress"
2019-10-18,APPROVED,,,Inactive
2023-10-18,APPROVED,,,"In Progress"
2022-11-21,DENIED,,,
2024-10-18,APPROVED,,,Inactive
2026-10-18,APPROVED,,,"In Progress"
2029-10-18,APPROVED,,,"In Progress"
2029-10-18,APPROVED,,,Inactive
2029-10-18,APPROVED,,,Inactive
2029-10-18,APPROVED,,,"Credential Completed"
1930-10-18,APPROVED,,,"In Progress"
1930-10-18,APPROVED,,,Inactive
1930-10-18,APPROVED,,,"In Progress"
2027-09-18,DENIED,,,
2001-11-18,APPROVED,,,"In Progress"
2002-11-18,APPROVED,,,"Credential Completed"
2002-11-18,APPROVED,,,"In Progress"
2002-11-18,APPROVED,,,Inactive
2027-07-18,DENIED,,,
2005-11-18,APPROVED,,,"In Progress"
2005-11-18,APPROVED,,,Inactive
2007-11-18,APPROVED,,,Inactive
2010-09-18,DENIED,,,
2007-11-18,APPROVED,,,"In Progress"
2007-11-18,APPROVED,,,"In Progress"
2008-11-18,APPROVED,,,"In Progress"
2008-11-18,APPROVED,,,Inactive
2010-11-18,APPROVED,,,"In Progress"
2014-02-20,DENIED,,,
2012-11-18,APPROVED,,,"In Progress"
2013-11-18,APPROVED,,,"In Progress"
2013-11-18,APPROVED,,,Inactive
2013-11-18,APPROVED,,,Inactive
2013-11-18,APPROVED,,,"In Progress"
2014-11-18,APPROVED,,,"Credential Completed"
2015-11-18,APPROVED,,,Inactive
2026-02-18,DENIED,,,
2015-11-18,APPROVED,,,"In Progress"
2009-12-21,DENIED,,,
1930-08-18,DENIED,,,
2015-11-18,APPROVED,,,Inactive
2015-08-18,DENIED,,,
2015-11-18,APPROVED,,,Inactive
2015-11-18,APPROVED,,,"In Progress"
2016-11-18,APPROVED,,,Inactive
2016-11-18,APPROVED,,,"In Progress"
2016-11-18,APPROVED,,,"Credential Completed"
2016-11-18,APPROVED,,,Inactive
2002-08-18,DENIED,,,
2018-11-18,APPROVED,,,"In Progress"
2019-11-18,APPROVED,,,"Credential Completed"
2019-11-18,APPROVED,,,"Credential Completed"
2020-11-18,APPROVED,,,Inactive
2020-11-18,APPROVED,,,Inactive
2020-11-18,APPROVED,,,"In Progress"
2021-11-18,APPROVED,,,Inactive
2021-11-18,APPROVED,,,"Credential Completed"
2021-11-18,APPROVED,,,"In Progress"
2022-11-18,APPROVED,,,Inactive
2022-11-18,APPROVED,,,"Credential Completed"
2026-11-18,APPROVED,,,"In Progress"
2026-11-18,APPROVED,,,"In Progress"
2026-11-18,APPROVED,,,Inactive
2026-11-18,APPROVED,,,Inactive
2026-11-18,APPROVED,,,"In Progress"
2026-11-18,APPROVED,,,Inactive
2026-11-18,APPROVED,,,Inactive
2027-11-18,APPROVED,,,"In Progress"
2028-11-18,APPROVED,,,Inactive
1930-11-18,APPROVED,,,"Credential Completed"
1930-11-18,APPROVED,,,"In Progress"
1930-11-18,APPROVED,,,"In Progress"
2003-12-18,APPROVED,,,Inactive
2003-12-18,APPROVED,,,
2004-12-18,APPROVED,,,Inactive
2004-12-18,APPROVED,,,"In Progress"
2004-12-18,APPROVED,,,
2004-12-18,APPROVED,,,"In Progress"
2004-12-18,APPROVED,,,"In Progress"
2004-12-18,APPROVED,,,Inactive
2005-12-18,APPROVED,,,
2006-12-18,,,,"In Progress"
2007-12-18,APPROVED,,,"In Progress"
2007-12-18,APPROVED,,,"In Progress"
2010-12-18,APPROVED,,,"In Progress"
2010-12-18,APPROVED,,,"In Progress"
2010-12-18,APPROVED,,,Inactive
2010-12-18,APPROVED,,,"In Progress"
2010-12-18,APPROVED,,,Inactive
2010-12-18,APPROVED,,,"In Progress"
2011-12-18,APPROVED,,,"Credential Completed"
2029-02-20,DENIED,,,
2011-12-18,APPROVED,,,Inactive
2011-12-18,APPROVED,,,Inactive
2012-12-18,APPROVED,,,"In Progress"
2012-12-18,APPROVED,,,Inactive
2012-12-18,APPROVED,,,"In Progress"
2013-12-18,APPROVED,,,Inactive
2021-04-20,DENIED,,,
2013-12-18,APPROVED,,,Inactive
2013-12-18,APPROVED,,,"In Progress"
2013-12-18,APPROVED,,,"In Progress"
2017-12-18,APPROVED,,,Inactive
2018-12-18,APPROVED,,,
2018-12-18,APPROVED,,,"In Progress"
2018-12-18,APPROVED,,,Inactive
2019-12-18,APPROVED,,,Inactive
2019-12-18,APPROVED,,,"In Progress"
2019-12-18,APPROVED,,,"Credential Completed"
2019-12-18,APPROVED,,,Inactive
2019-12-18,APPROVED,,,"In Progress"
2021-12-18,APPROVED,,,"In Progress"
2002-01-19,APPROVED,,,"In Progress"
2002-01-19,APPROVED,,,"In Progress"
2003-01-19,APPROVED,,,"In Progress"
2003-01-19,APPROVED,,,"In Progress"
2003-01-19,APPROVED,,,Inactive
2007-02-20,DENIED,,,
2003-01-19,APPROVED,,,Inactive
2004-01-19,APPROVED,,,Inactive
2006-01-19,APPROVED,,,
2007-01-19,APPROVED,,,"In Progress"
2007-01-19,APPROVED,,,"In Progress"
2007-01-19,APPROVED,,,"Credential Completed"
2008-01-19,APPROVED,,,Inactive
2008-01-19,APPROVED,,,Inactive
2008-01-19,APPROVED,,,"Credential Completed"
2008-01-19,APPROVED,,,Inactive
2008-01-19,APPROVED,,,Inactive
2008-01-19,APPROVED,,,Inactive
2008-01-19,APPROVED,,,Inactive
2009-01-19,APPROVED,,,"Credential Completed"
2021-12-21,DENIED,,,
2009-01-19,APPROVED,,,Inactive
2009-01-19,APPROVED,,,
2009-01-19,APPROVED,,,Inactive
2009-01-19,APPROVED,,,"In Progress"
2009-01-19,APPROVED,,,Inactive
2009-01-19,APPROVED,,,"In Progress"
2009-01-19,APPROVED,,,Inactive
2014-01-19,APPROVED,,,
2007-05-21,DENIED,,,
2025-05-20,DENIED,,,
2009-02-21,DENIED,,,
2015-01-19,APPROVED,,,Inactive
1930-11-21,DENIED,,,
2001-12-21,DENIED,,,
2015-01-19,APPROVED,,,"In Progress"
2015-01-19,APPROVED,,,"Credential Completed"
2016-01-19,APPROVED,,,"Credential Completed"
2017-01-19,APPROVED,,,"In Progress"
2021-01-19,APPROVED,,,Inactive
2022-01-19,APPROVED,,,"In Progress"
2022-01-19,APPROVED,,,"In Progress"
2022-01-19,APPROVED,,,
2023-01-19,APPROVED,,,Inactive
2023-01-19,APPROVED,,,"In Progress"
2023-01-19,APPROVED,,,"In Progress"
2023-01-19,APPROVED,,,
2024-01-19,APPROVED,,,"Credential Completed"
2027-01-19,APPROVED,,,Inactive
2028-01-19,APPROVED,,,"In Progress"
2029-01-19,APPROVED,,,Inactive
2029-01-19,APPROVED,,,"In Progress"
2029-01-19,APPROVED,,,"Credential Completed"
2029-01-19,APPROVED,,,"In Progress"
1931-01-19,APPROVED,,,"In Progress"
2004-02-19,APPROVED,,,"Credential Completed"
2004-02-19,APPROVED,,,Inactive
2004-02-19,APPROVED,,,"Credential Completed"
2005-02-19,APPROVED,,,"In Progress"
2006-02-19,APPROVED,,,"Credential Completed"
2006-02-19,APPROVED,,,"In Progress"
2006-02-19,APPROVED,,,Inactive
2008-02-19,APPROVED,,,Inactive
2008-02-19,APPROVED,,,"Credential Completed"
2011-02-19,APPROVED,,,Inactive
2012-02-19,APPROVED,,,"Credential Completed"
2013-02-19,APPROVED,,,Inactive
2014-02-19,APPROVED,,,Inactive
2019-02-19,APPROVED,,,"In Progress"
2019-02-19,APPROVED,,,Inactive
2019-02-19,APPROVED,,,"Credential Completed"
2022-02-19,APPROVED,,,Inactive
2022-02-19,APPROVED,,,Inactive
2025-02-19,APPROVED,,,"Credential Completed"
2025-02-19,APPROVED,,,"In Progress"
2026-02-19,APPROVED,,,Inactive
2026-02-19,APPROVED,,,Inactive
2027-02-19,APPROVED,,,"Credential Completed"
2027-02-19,APPROVED,,,"In Progress"
2027-02-19,APPROVED,,,"Credential Completed"
2028-02-19,,,,Inactive
2001-03-19,APPROVED,,,"In Progress"
2003-03-19,APPROVED,,,"Credential Completed"
2009-12-21,DENIED,,,
2004-03-19,APPROVED,,,"Credential Completed"
2004-03-19,APPROVED,,,"Credential Completed"
2005-03-19,APPROVED,,,"In Progress"
2005-03-19,APPROVED,,,Inactive
2005-03-19,APPROVED,,,"In Progress"
2006-03-19,APPROVED,,,"In Progress"
2006-03-19,APPROVED,,,Inactive
2008-03-19,APPROVED,,,"In Progress"
2009-03-19,APPROVED,,,Inactive
2011-03-19,APPROVED,,,"In Progress"
2012-03-19,APPROVED,,,Inactive
2012-03-19,APPROVED,,,"In Progress"
2012-03-19,APPROVED,,,Inactive
2012-03-19,APPROVED,,,Inactive
2013-03-19,APPROVED,,,Inactive
2013-03-19,APPROVED,,,Inactive
2015-03-19,APPROVED,,,"Credential Completed"
2015-03-19,APPROVED,,,"In Progress"
2015-03-19,,,,Inactive
2015-03-19,APPROVED,,,"In Progress"
2017-03-19,APPROVED,,,"Credential Completed"
2019-03-19,APPROVED,,,Inactive
2019-03-19,APPROVED,,,"In Progress"
2020-03-19,APPROVED,,,"In Progress"
2020-03-19,APPROVED,,,"In Progress"
2020-03-19,APPROVED,,,Inactive
2020-03-19,APPROVED,,,"In Progress"
2029-08-19,DENIED,,,
2020-03-19,APPROVED,,,Inactive
2020-03-19,APPROVED,,,"Credential Completed"
2021-03-19,APPROVED,,,Inactive
2021-03-19,APPROVED,,,"In Progress"
2021-03-19,APPROVED,,,Inactive
2022-03-19,APPROVED,,,"In Progress"
2005-09-18,DENIED,,,
2022-03-19,APPROVED,,,"In Progress"
2014-02-19,DENIED,,,
2023-03-19,APPROVED,,,Inactive
2025-03-19,APPROVED,,,Inactive
2018-07-21,DENIED,,,
2004-08-21,DENIED,,,
2025-03-19,APPROVED,,,"In Progress"
2027-03-19,APPROVED,,,"In Progress"
2027-03-19,APPROVED,,,"In Progress"
2027-03-19,APPROVED,,,Inactive
2028-03-19,APPROVED,,,Inactive
2028-03-19,APPROVED,,,"In Progress"
2028-03-19,APPROVED,,,"In Progress"
2029-03-19,APPROVED,,,"Credential Completed"
2029-03-19,,,,Inactive
2029-03-19,APPROVED,,,"In Progress"
2029-03-19,APPROVED,,,Inactive
1931-08-21,DENIED,,,
2026-08-21,DENIED,,,
2012-12-20,DENIED,,,
2018-12-20,DENIED,,,
2015-12-20,DENIED,,,
2016-12-20,DENIED,,,
2026-11-20,DENIED,,,
2029-10-20,DENIED,,,
1930-03-19,APPROVED,,,
2009-09-20,DENIED,,,
1930-03-19,APPROVED,,,"In Progress"
2021-08-20,DENIED,,,
2019-08-20,DENIED,,,
2001-04-19,APPROVED,,,Inactive
2001-04-19,APPROVED,,,"In Progress"
2001-04-19,APPROVED,,,Inactive
2001-04-19,APPROVED,,,"In Progress"
2001-04-19,APPROVED,,,"In Progress"
2001-04-19,APPROVED,,,Inactive
2003-04-19,APPROVED,,,
2003-04-19,APPROVED,,,Inactive
2021-03-21,DENIED,,,
2011-08-20,DENIED,,,
2005-08-20,DENIED,,,
2003-04-19,APPROVED,,,"In Progress"
2003-04-19,,,,Inactive
2003-04-19,APPROVED,,,"Credential Completed"
2004-04-19,APPROVED,,,Inactive
2005-04-19,APPROVED,,,"In Progress"
2005-04-19,APPROVED,,,
2005-04-19,APPROVED,,,"In Progress"
2005-04-19,APPROVED,,,"Credential Completed"
2007-07-21,DENIED,,,
2007-07-21,DENIED,,,
2008-04-19,APPROVED,,,"Credential Completed"
2008-04-19,APPROVED,,,"Credential Completed"
2009-04-19,APPROVED,,,Inactive
2009-04-19,APPROVED,,,"Credential Completed"
2010-04-19,APPROVED,,,"In Progress"
1930-07-21,DENIED,,,
2011-04-19,APPROVED,,,Inactive
2004-06-21,DENIED,,,
2006-05-21,DENIED,,,
2010-05-21,DENIED,,,
2011-04-19,,,,Inactive
2011-04-19,APPROVED,,,"In Progress"
2004-05-21,DENIED,,,
2011-04-19,APPROVED,,,"In Progress"
2012-04-19,APPROVED,,,"In Progress"
2008-07-20,DENIED,,,
2007-07-20,DENIED,,,
2015-04-19,APPROVED,,,Inactive
2015-04-19,APPROVED,,,"In Progress"
2016-04-19,APPROVED,,,"In Progress"
2016-04-19,APPROVED,,,Inactive
2016-04-19,APPROVED,,,"In Progress"
2016-04-19,APPROVED,,,Inactive
2016-04-19,APPROVED,,,Inactive
2016-04-19,APPROVED,,,"Credential Completed"
2023-04-19,APPROVED,,,Inactive
2021-08-21,DENIED,,,
2023-04-19,APPROVED,,,"In Progress"
2023-04-19,APPROVED,,,"In Progress"
2023-04-19,APPROVED,,,"In Progress"
2023-04-19,APPROVED,,,
2024-04-19,APPROVED,,,"Credential Completed"
2026-03-20,DENIED,,,
2019-04-25,APPROVED,,,"In Progress"
2025-04-19,APPROVED,,,"In Progress"
2025-04-19,APPROVED,,,"In Progress"
2025-04-19,APPROVED,,,Inactive
2026-04-19,APPROVED,,,Inactive
2026-04-19,APPROVED,,,"Credential Completed"
2026-04-19,APPROVED,,,"In Progress"
2016-01-20,DENIED,,,
2006-12-18,DENIED,,,
2026-04-19,APPROVED,,,"In Progress"
2026-04-19,APPROVED,,,Inactive
2029-04-19,APPROVED,,,Inactive
2029-04-19,APPROVED,,,Inactive
2004-12-18,DENIED,,,
1930-04-19,APPROVED,,,Inactive
2001-05-19,APPROVED,,,Inactive
2001-05-19,APPROVED,,,Inactive
2001-05-19,APPROVED,,,Inactive
2001-05-19,APPROVED,,,"In Progress"
2001-05-19,APPROVED,,,Inactive
2001-05-19,APPROVED,,,Inactive
2001-05-19,APPROVED,,,"In Progress"
2002-05-19,APPROVED,,,"In Progress"
2003-05-19,APPROVED,,,"In Progress"
2013-12-21,DENIED,,,
2005-05-19,APPROVED,,,Inactive
2006-05-19,APPROVED,,,
2006-05-19,APPROVED,,,"Credential Completed"
2006-05-19,APPROVED,,,Inactive
2006-05-19,APPROVED,,,"In Progress"
2007-05-19,APPROVED,,,"In Progress"
2007-05-19,APPROVED,,,"In Progress"
2007-05-19,APPROVED,,,Inactive
2007-05-19,APPROVED,,,"In Progress"
2009-05-19,APPROVED,,,Inactive
2002-11-19,DENIED,,,
2024-10-19,DENIED,,,
2024-11-21,DENIED,,,
2009-05-19,APPROVED,,,Inactive
2013-05-19,APPROVED,,,"In Progress"
2013-05-19,APPROVED,,,Inactive
2014-05-19,APPROVED,,,"Credential Completed"
2014-05-19,APPROVED,,,"Credential Completed"
2014-05-19,APPROVED,,,Inactive
2014-05-19,APPROVED,,,"In Progress"
2015-05-19,APPROVED,,,"Credential Completed"
2015-05-19,,,,Inactive
2015-05-19,APPROVED,,,Inactive
2029-11-18,DENIED,,,
2016-05-19,APPROVED,,,"In Progress"
2017-05-19,,,,Inactive
2019-05-19,APPROVED,,,"In Progress"
2020-05-19,APPROVED,,,"In Progress"
2021-05-19,APPROVED,,,Inactive
2021-05-19,APPROVED,,,Inactive
2021-05-19,APPROVED,,,Inactive
2021-05-19,APPROVED,,,"In Progress"
2022-05-19,APPROVED,,,Inactive
2022-05-19,APPROVED,,,Inactive
2022-05-19,APPROVED,,,"Credential Completed"
2022-05-19,APPROVED,,,"Credential Completed"
2023-05-19,APPROVED,,,Inactive
2023-05-19,APPROVED,,,"Credential Completed"
2023-05-19,APPROVED,,,Inactive
2025-05-19,APPROVED,,,"In Progress"
2025-05-19,APPROVED,,,"In Progress"
2025-05-19,APPROVED,,,Inactive
2026-05-19,APPROVED,,,"In Progress"
2029-01-19,DENIED,,,
2017-09-21,DENIED,,,
2027-05-19,APPROVED,,,"In Progress"
2027-05-19,APPROVED,,,"In Progress"
2027-05-19,APPROVED,,,Inactive
2027-05-19,APPROVED,,,Inactive
2027-05-19,APPROVED,,,"In Progress"
2028-05-19,APPROVED,,,"In Progress"
2028-05-19,APPROVED,,,Inactive
2028-02-19,DENIED,,,
2028-05-19,APPROVED,,,Inactive
2023-11-18,DENIED,,,
2029-05-19,APPROVED,,,"In Progress"
2029-05-19,APPROVED,,,Inactive
2029-05-19,,,,Inactive
2029-05-19,APPROVED,,,"In Progress"
1930-05-19,APPROVED,,,"In Progress"
2014-08-18,DENIED,,,
1931-05-19,APPROVED,,,"Credential Completed"
1931-05-19,APPROVED,,,Inactive
1931-05-19,APPROVED,,,"In Progress"
2025-01-21,DENIED,,,
1931-05-19,APPROVED,,,"In Progress"
1931-05-19,APPROVED,,,"Credential Completed"
2002-06-19,APPROVED,,,"In Progress"
2002-06-19,APPROVED,,,Inactive
2003-06-19,APPROVED,,,Inactive
2004-06-19,APPROVED,,,"In Progress"
2005-06-19,APPROVED,,,"In Progress"
2005-06-19,APPROVED,,,"In Progress"
2016-08-18,DENIED,,,
2005-06-19,APPROVED,,,"In Progress"
2017-08-18,DENIED,,,
2005-06-19,APPROVED,,,Inactive
2005-06-19,APPROVED,,,"In Progress"
2007-06-19,APPROVED,,,"In Progress"
2011-06-19,APPROVED,,,Inactive
2011-06-19,APPROVED,,,"In Progress"
2011-06-19,APPROVED,,,Inactive
2012-06-19,APPROVED,,,Inactive
2012-06-19,APPROVED,,,"In Progress"
2013-06-19,APPROVED,,,"In Progress"
2015-06-19,APPROVED,,,"In Progress"
2017-06-19,APPROVED,,,
2017-06-19,APPROVED,,,"In Progress"
2017-06-19,APPROVED,,,"In Progress"
2018-06-19,APPROVED,,,Inactive
2018-06-19,APPROVED,,,"In Progress"
2019-06-19,APPROVED,,,Inactive
2025-09-20,DENIED,,,
2007-10-21,DENIED,,,
1930-04-21,DENIED,,,
2006-12-20,DENIED,,,
2020-06-19,APPROVED,,,"In Progress"
2020-06-19,APPROVED,,,Inactive
2021-06-19,APPROVED,,,Inactive
2021-06-19,APPROVED,,,
2021-06-19,APPROVED,,,"In Progress"
2024-06-19,APPROVED,,,"In Progress"
2017-01-20,DENIED,,,
2013-01-20,DENIED,,,
2024-06-19,APPROVED,,,"Credential Completed"
2009-01-20,DENIED,,,
2013-02-20,DENIED,,,
2025-06-19,APPROVED,,,"Credential Completed"
2025-06-19,APPROVED,,,"Credential Completed"
2025-06-19,APPROVED,,,"Credential Completed"
2025-06-19,APPROVED,,,Inactive
2026-06-19,APPROVED,,,Inactive
2026-06-19,APPROVED,,,"In Progress"
2026-06-19,APPROVED,,,"In Progress"
2026-06-19,APPROVED,,,Inactive
2026-06-19,APPROVED,,,Inactive
2020-08-18,DENIED,,,
2026-06-19,APPROVED,,,Inactive
2027-06-19,APPROVED,,,"Credential Completed"
2027-06-19,APPROVED,,,Inactive
2027-06-19,APPROVED,,,"Credential Completed"
2028-06-19,APPROVED,,,Inactive
2028-06-19,APPROVED,,,"Credential Completed"
2028-06-19,APPROVED,,,"In Progress"
2002-07-19,APPROVED,,,"Credential Completed"
2006-10-20,DENIED,,,
2002-07-19,APPROVED,,,"In Progress"
2003-07-19,APPROVED,,,"In Progress"
2003-07-19,APPROVED,,,"In Progress"
2004-07-19,APPROVED,,,Inactive
2004-07-19,APPROVED,,,"In Progress"
2004-07-19,APPROVED,,,Inactive
2004-07-19,APPROVED,,,Inactive
2004-07-19,APPROVED,,,"In Progress"
2004-07-19,APPROVED,,,Inactive
2004-07-19,APPROVED,,,"Credential Completed"
2005-07-19,APPROVED,,,"Credential Completed"
2005-07-19,APPROVED,,,Inactive
2008-07-19,APPROVED,,,Inactive
2009-09-19,DENIED,,,
2012-08-21,DENIED,,,
2008-07-19,APPROVED,,,Inactive
2008-07-19,APPROVED,,,Inactive
2008-07-19,APPROVED,,,"In Progress"
2008-07-19,APPROVED,,,Inactive
2012-09-19,DENIED,,,
2029-10-19,DENIED,,,
2011-07-19,DENIED,,,
2008-07-19,APPROVED,,,Inactive
2009-07-19,APPROVED,,,Inactive
2025-02-20,DENIED,,,
2009-09-19,DENIED,,,
2023-10-18,DENIED,,,
2009-07-19,APPROVED,,,"In Progress"
2009-07-19,APPROVED,,,"In Progress"
2009-07-19,APPROVED,,,
2010-07-19,APPROVED,,,Inactive
2010-07-19,APPROVED,,,"In Progress"
2010-07-19,APPROVED,,,"In Progress"
2011-07-19,APPROVED,,,"In Progress"
2014-08-18,DENIED,,,
2011-07-19,APPROVED,,,"In Progress"
2012-07-19,APPROVED,,,"Credential Completed"
2005-05-19,DENIED,,,
2012-07-19,APPROVED,,,"In Progress"
2012-07-19,APPROVED,,,"In Progress"
2012-02-20,DENIED,,,
2012-07-19,APPROVED,,,"In Progress"
2012-07-19,APPROVED,,,"Credential Completed"
2015-07-19,APPROVED,,,Inactive
2015-07-19,APPROVED,,,"In Progress"
2015-07-19,APPROVED,,,"In Progress"
2016-07-19,APPROVED,,,"In Progress"
2016-07-19,APPROVED,,,"In Progress"
2017-07-19,APPROVED,,,Inactive
2017-07-19,APPROVED,,,"In Progress"
2018-07-19,APPROVED,,,"In Progress"
2018-07-19,APPROVED,,,"In Progress"
2018-07-19,APPROVED,,,"Credential Completed"
2019-07-19,APPROVED,,,"In Progress"
2019-07-19,APPROVED,,,"In Progress"
2005-06-18,DENIED,,,
2017-10-18,DENIED,,,
1930-04-20,DENIED,,,
2021-07-19,APPROVED,,,Inactive
2029-08-20,DENIED,,,
2022-07-19,APPROVED,,,"Credential Completed"
2022-07-19,APPROVED,,,Inactive
2022-07-19,APPROVED,,,"In Progress"
2023-07-19,APPROVED,,,"In Progress"
2023-07-19,APPROVED,,,Inactive
2023-07-19,APPROVED,,,"In Progress"
2023-07-19,APPROVED,,,"Credential Completed"
2023-07-19,APPROVED,,,"In Progress"
2023-07-19,APPROVED,,,Inactive
2024-07-19,APPROVED,,,"Credential Completed"
2024-07-19,APPROVED,,,"In Progress"
2024-07-19,APPROVED,,,Inactive
2014-06-21,DENIED,,,
2024-07-19,APPROVED,,,Inactive
2024-07-19,APPROVED,,,Inactive
2024-07-19,APPROVED,,,Inactive
2024-07-19,APPROVED,,,"In Progress"
2024-07-19,APPROVED,,,Inactive
2024-07-19,APPROVED,,,Inactive
2025-07-19,APPROVED,,,"Credential Completed"
2025-07-19,APPROVED,,,"Credential Completed"
2026-02-20,DENIED,,,
2025-07-19,APPROVED,,,Inactive
2025-07-19,APPROVED,,,Inactive
2026-07-19,APPROVED,,,"In Progress"
2026-08-19,DENIED,,,
2026-07-19,APPROVED,,,"Credential Completed"
2026-07-19,APPROVED,,,Inactive
2026-07-19,APPROVED,,,
2027-07-19,APPROVED,,,Inactive
2016-12-19,DENIED,,,
2028-07-19,APPROVED,,,"In Progress"
2019-11-19,DENIED,,,
2029-07-19,APPROVED,,,"In Progress"
2029-07-19,APPROVED,,,Inactive
2029-07-19,APPROVED,,,
2029-07-19,APPROVED,,,"Credential Completed"
2029-07-19,APPROVED,,,"Credential Completed"
1930-07-19,APPROVED,,,"In Progress"
1930-07-19,APPROVED,,,"In Progress"
1931-07-19,APPROVED,,,"In Progress"
1931-07-19,APPROVED,,,"In Progress"
2007-12-18,DENIED,,,
1931-07-19,APPROVED,,,"In Progress"
1931-07-19,APPROVED,,,
1931-07-19,APPROVED,,,"In Progress"
1931-07-19,APPROVED,,,"Credential Completed"
1931-07-19,APPROVED,,,"In Progress"
2001-08-19,APPROVED,,,Inactive
2001-08-19,APPROVED,,,"In Progress"
2001-08-19,APPROVED,,,Inactive
2001-08-19,APPROVED,,,Inactive
2001-08-19,APPROVED,,,"Credential Completed"
2002-08-19,APPROVED,,,Inactive
2002-08-19,APPROVED,,,Inactive
2002-08-19,APPROVED,,,"In Progress"
2002-08-19,APPROVED,,,"In Progress"
2006-08-19,APPROVED,,,Inactive
2006-08-19,APPROVED,,,"In Progress"
2007-08-19,APPROVED,,,"In Progress"
2007-08-19,APPROVED,,,"Credential Completed"
2022-08-18,DENIED,,,
2012-12-18,DENIED,,,
2008-08-19,APPROVED,,,Inactive
2009-08-19,APPROVED,,,Inactive
2009-08-19,APPROVED,,,Inactive
2009-08-19,APPROVED,,,Inactive
2009-08-19,APPROVED,,,Inactive
2019-08-21,DENIED,,,
2009-08-19,APPROVED,,,Inactive
2009-08-19,APPROVED,,,"In Progress"
2009-08-19,APPROVED,,,"In Progress"
2009-08-19,APPROVED,,,"In Progress"
2012-08-19,APPROVED,,,"In Progress"
2012-08-19,APPROVED,,,Inactive
2013-08-19,APPROVED,,,"Credential Completed"
2013-08-19,APPROVED,,,"In Progress"
2014-08-19,APPROVED,,,Inactive
2014-08-19,APPROVED,,,Inactive
2014-08-19,APPROVED,,,"In Progress"
2022-09-21,DENIED,,,
2014-08-19,APPROVED,,,"In Progress"
2014-08-19,APPROVED,,,"In Progress"
2014-08-19,APPROVED,,,"In Progress"
2014-08-19,,,,Inactive
2015-08-19,APPROVED,,,Inactive
2015-08-19,APPROVED,,,"In Progress"
2015-08-19,APPROVED,,,Inactive
2015-08-19,APPROVED,,,"In Progress"
2015-08-19,APPROVED,,,"In Progress"
2015-08-19,APPROVED,,,"In Progress"
2016-08-19,APPROVED,,,Inactive
2016-08-19,APPROVED,,,Inactive
2016-08-19,APPROVED,,,Inactive
2016-08-19,APPROVED,,,Inactive
2016-08-19,APPROVED,,,"In Progress"
2016-08-19,APPROVED,,,"In Progress"
2001-07-21,DENIED,,,
2026-02-21,DENIED,,,
2016-08-19,APPROVED,,,Inactive
2016-08-19,APPROVED,,,"In Progress"
2016-08-19,APPROVED,,,"In Progress"
2016-08-19,APPROVED,,,"Credential Completed"
2016-08-19,APPROVED,,,"In Progress"
2017-08-19,APPROVED,,,"In Progress"
2018-08-19,APPROVED,,,"Credential Completed"
2019-08-19,APPROVED,,,"Credential Completed"
1930-11-20,DENIED,,,
2020-08-20,DENIED,,,
2019-08-19,APPROVED,,,"In Progress"
2020-08-19,APPROVED,,,Inactive
2021-08-19,APPROVED,,,
2028-10-20,DENIED,,,
2022-08-19,APPROVED,,,"In Progress"
2023-08-19,APPROVED,,,"Credential Completed"
2002-04-20,DENIED,,,
2026-08-19,APPROVED,,,"In Progress"
2026-08-19,APPROVED,,,"Credential Completed"
2026-08-19,APPROVED,,,"Credential Completed"
2026-08-19,APPROVED,,,"In Progress"
2026-08-19,APPROVED,,,"In Progress"
2026-08-19,APPROVED,,,"In Progress"
2026-08-19,APPROVED,,,"In Progress"
2026-08-19,APPROVED,,,"In Progress"
2003-11-20,DENIED,,,
2012-12-19,DENIED,,,
2027-08-19,APPROVED,,,Inactive
2027-08-19,APPROVED,,,Inactive
2027-08-19,APPROVED,,,"In Progress"
2027-08-19,APPROVED,,,"Credential Completed"
2003-12-21,DENIED,,,
2027-08-19,APPROVED,,,"Credential Completed"
2028-08-19,APPROVED,,,"In Progress"
2028-08-19,APPROVED,,,"In Progress"
2028-08-19,APPROVED,,,Inactive
2029-08-19,APPROVED,,,"In Progress"
2029-08-19,APPROVED,,,"In Progress"
2029-08-19,APPROVED,,,"Credential Completed"
2029-08-19,APPROVED,,,"In Progress"
1930-08-19,APPROVED,,,"In Progress"
1930-08-19,APPROVED,,,"In Progress"
1930-09-20,DENIED,,,
